,load (kW),DAM price (euro/kWh)
16/03/21 06:00,1.26,0.0474
16/03/21 06:15,1.26,0.0591
16/03/21 06:30,1.248,0.0591
16/03/21 06:45,1.2,0.0591
16/03/21 07:00,1.236,0.0591
16/03/21 07:15,1.284,0.06629
16/03/21 07:30,1.212,0.06629
16/03/21 07:45,0.216,0.06629
16/03/21 08:00,0.264,0.06629
16/03/21 08:15,0.252,0.06892
16/03/21 08:30,0.144,0.06892
16/03/21 08:45,0.156,0.06892
16/03/21 09:00,0.12,0.06892
16/03/21 09:15,0.372,0.06832
16/03/21 09:30,0.288,0.06832
16/03/21 09:45,0.66,0.06832
16/03/21 10:00,0.228,0.06832
16/03/21 10:15,1.668,0.05993
16/03/21 10:30,1.488,0.05993
16/03/21 10:45,-0.084,0.05993
16/03/21 11:00,-0.036,0.05993
16/03/21 11:15,1.476,0.05862
16/03/21 11:30,1.476,0.05862
16/03/21 11:45,-0.108,0.05862
16/03/21 12:00,0.024,0.05862
16/03/21 12:15,-0.084,0.05634
16/03/21 12:30,0.168,0.05634
16/03/21 12:45,-0.06,0.05634
16/03/21 13:00,-0.276,0.05634
16/03/21 13:15,-0.156,0.04808
16/03/21 13:30,-0.264,0.04808
16/03/21 13:45,-0.252,0.04808
16/03/21 14:00,0.036,0.04808
16/03/21 14:15,-0.024,0.04861
16/03/21 14:30,-0.132,0.04861
16/03/21 14:45,0.084,0.04861
16/03/21 15:00,-0.06,0.04861
16/03/21 15:15,0.036,0.05298
16/03/21 15:30,0.168,0.05298
16/03/21 15:45,0.144,0.05298
16/03/21 16:00,0.228,0.05298
16/03/21 16:15,0.108,0.05999
16/03/21 16:30,0.108,0.05999
16/03/21 16:45,0.204,0.05999
16/03/21 17:00,0.144,0.05999
16/03/21 17:15,0.156,0.06596
16/03/21 17:30,0.156,0.06596
16/03/21 17:45,0.336,0.06596
16/03/21 18:00,1.008,0.06596
16/03/21 18:15,0.588,0.0707
16/03/21 18:30,0.288,0.0707
16/03/21 18:45,0.888,0.0707
16/03/21 19:00,2.388,0.0707
16/03/21 19:15,2.22,0.07771
16/03/21 19:30,1.704,0.07771
16/03/21 19:45,1.74,0.07771
16/03/21 20:00,1.932,0.07771
16/03/21 20:15,2.124,0.0614
16/03/21 20:30,1.536,0.0614
16/03/21 20:45,0.276,0.0614
16/03/21 21:00,0.396,0.0614
16/03/21 21:15,0.36,0.05601
16/03/21 21:30,0.288,0.05601
16/03/21 21:45,0.3,0.05601
16/03/21 22:00,0.3,0.05601
16/03/21 22:15,0.168,0.05388
16/03/21 22:30,0.924,0.05388
16/03/21 22:45,0.432,0.05388
16/03/21 23:00,3.72,0.05388
16/03/21 23:15,1.992,0.04919
16/03/21 23:30,0.984,0.04919
16/03/21 23:45,1.284,0.04919
17/03/21 00:00,2.376,0.04919
17/03/21 00:15,1.416,0.04614
17/03/21 00:30,1.524,0.04614
17/03/21 00:45,1.452,0.04614
17/03/21 01:00,1.188,0.04614
17/03/21 01:15,1.26,0.04547
17/03/21 01:30,1.32,0.04547
17/03/21 01:45,1.188,0.04547
17/03/21 02:00,1.2,0.04547
17/03/21 02:15,1.296,0.04317
17/03/21 02:30,1.26,0.04317
17/03/21 02:45,1.188,0.04317
17/03/21 03:00,1.212,0.04317
17/03/21 03:15,1.296,0.0428
17/03/21 03:30,1.2,0.0428
17/03/21 03:45,1.188,0.0428
17/03/21 04:00,1.308,0.0428
17/03/21 04:15,1.26,0.03906
17/03/21 04:30,1.092,0.03906
17/03/21 04:45,1.224,0.03906
17/03/21 05:00,1.308,0.03906
17/03/21 05:15,1.248,0.04377
17/03/21 05:30,1.2,0.04377
17/03/21 05:45,1.272,0.04377
17/03/21 06:00,1.296,0.04377
17/03/21 06:15,1.212,0.05381
17/03/21 06:30,1.248,0.05381
17/03/21 06:45,1.296,0.05381
17/03/21 07:00,1.32,0.05381
17/03/21 07:15,0.816,0.06321
17/03/21 07:30,1.104,0.06321
17/03/21 07:45,0.648,0.06321
17/03/21 08:00,0.408,0.06321
17/03/21 08:15,0.408,0.064
17/03/21 08:30,0.312,0.064
17/03/21 08:45,0.216,0.064
17/03/21 09:00,0.3,0.064
17/03/21 09:15,1.944,0.06255
17/03/21 09:30,1.692,0.06255
17/03/21 09:45,0.072,0.06255
17/03/21 10:00,0.204,0.06255
17/03/21 10:15,0.144,0.05751
17/03/21 10:30,-0.036,0.05751
17/03/21 10:45,-0.06,0.05751
17/03/21 11:00,0.156,0.05751
17/03/21 11:15,2.18E-11,0.0578
17/03/21 11:30,-0.048,0.0578
17/03/21 11:45,-0.048,0.0578
17/03/21 12:00,0.06,0.0578
17/03/21 12:15,-2.18E-11,0.05482
17/03/21 12:30,0.216,0.05482
17/03/21 12:45,-0.132,0.05482
17/03/21 13:00,0.372,0.05482
17/03/21 13:15,0.252,0.05119
17/03/21 13:30,0.036,0.05119
17/03/21 13:45,-0.12,0.05119
17/03/21 14:00,-0.084,0.05119
17/03/21 14:15,-0.072,0.04937
17/03/21 14:30,0.18,0.04937
17/03/21 14:45,0.048,0.04937
17/03/21 15:00,0.216,0.04937
17/03/21 15:15,0.108,0.04891
17/03/21 15:30,-0.12,0.04891
17/03/21 15:45,0.036,0.04891
17/03/21 16:00,2.18E-11,0.04891
17/03/21 16:15,0.12,0.05477
17/03/21 16:30,0.096,0.05477
17/03/21 16:45,0.216,0.05477
17/03/21 17:00,0.204,0.05477
17/03/21 17:15,0.108,0.0662
17/03/21 17:30,1.74,0.0662
17/03/21 17:45,1.896,0.0662
17/03/21 18:00,1.692,0.0662
17/03/21 18:15,1.464,0.06908
17/03/21 18:30,0.192,0.06908
17/03/21 18:45,0.3,0.06908
17/03/21 19:00,0.264,0.06908
17/03/21 19:15,0.228,0.085
17/03/21 19:30,0.324,0.085
17/03/21 19:45,0.324,0.085
17/03/21 20:00,0.276,0.085
17/03/21 20:15,0.252,0.06928
17/03/21 20:30,0.348,0.06928
17/03/21 20:45,0.228,0.06928
17/03/21 21:00,0.24,0.06928
17/03/21 21:15,0.384,0.06455
17/03/21 21:30,0.264,0.06455
17/03/21 21:45,0.684,0.06455
17/03/21 22:00,0.216,0.06455
17/03/21 22:15,0.288,0.06246
17/03/21 22:30,0.264,0.06246
17/03/21 22:45,0.204,0.06246
17/03/21 23:00,1.968,0.06246
17/03/21 23:15,2.04,0.06046
17/03/21 23:30,0.204,0.06046
17/03/21 23:45,0.228,0.06046
18/03/21 00:00,0.312,0.06046
18/03/21 00:15,0.252,0.05112
18/03/21 00:30,1.812,0.05112
18/03/21 00:45,2.088,0.05112
18/03/21 01:00,0.276,0.05112
18/03/21 01:15,0.216,0.04956
18/03/21 01:30,0.252,0.04956
18/03/21 01:45,0.54,0.04956
18/03/21 02:00,0.528,0.04956
18/03/21 02:15,2.196,0.04817
18/03/21 02:30,0.336,0.04817
18/03/21 02:45,1.236,0.04817
18/03/21 03:00,1.224,0.04817
18/03/21 03:15,1.224,0.04794
18/03/21 03:30,1.2,0.04794
18/03/21 03:45,1.248,0.04794
18/03/21 04:00,1.596,0.04794
18/03/21 04:15,2.016,0.04703
18/03/21 04:30,0.156,0.04703
18/03/21 04:45,1.176,0.04703
18/03/21 05:00,1.224,0.04703
18/03/21 05:15,1.236,0.05153
18/03/21 05:30,1.236,0.05153
18/03/21 05:45,1.176,0.05153
18/03/21 06:00,1.224,0.05153
18/03/21 06:15,1.248,0.06605
18/03/21 06:30,1.26,0.06605
18/03/21 06:45,1.2,0.06605
18/03/21 07:00,1.2,0.06605
18/03/21 07:15,3.48,0.07915
18/03/21 07:30,1.92,0.07915
18/03/21 07:45,1.98,0.07915
18/03/21 08:00,0.144,0.07915
18/03/21 08:15,0.612,0.07834
18/03/21 08:30,1.056,0.07834
18/03/21 08:45,0.912,0.07834
18/03/21 09:00,1.008,0.07834
18/03/21 09:15,1.056,0.075
18/03/21 09:30,1.08,0.075
18/03/21 09:45,1.092,0.075
18/03/21 10:00,1.032,0.075
18/03/21 10:15,0.936,0.06951
18/03/21 10:30,0.996,0.06951
18/03/21 10:45,0.972,0.06951
18/03/21 11:00,1.008,0.06951
18/03/21 11:15,1.008,0.068
18/03/21 11:30,1.032,0.068
18/03/21 11:45,-0.024,0.068
18/03/21 12:00,-0.084,0.068
18/03/21 12:15,-0.012,0.06531
18/03/21 12:30,0,0.06531
18/03/21 12:45,-2.18E-11,0.06531
18/03/21 13:00,0.096,0.06531
18/03/21 13:15,-0.024,0.06127
18/03/21 13:30,0.012,0.06127
18/03/21 13:45,0.192,0.06127
18/03/21 14:00,0.12,0.06127
18/03/21 14:15,0.012,0.05967
18/03/21 14:30,0.312,0.05967
18/03/21 14:45,0.24,0.05967
18/03/21 15:00,0.348,0.05967
18/03/21 15:15,0.144,0.06134
18/03/21 15:30,-0.012,0.06134
18/03/21 15:45,-0.012,0.06134
18/03/21 16:00,0.036,0.06134
18/03/21 16:15,0.228,0.06323
18/03/21 16:30,0.132,0.06323
18/03/21 16:45,0.072,0.06323
18/03/21 17:00,0.084,0.06323
18/03/21 17:15,0.168,0.07167
18/03/21 17:30,0.072,0.07167
18/03/21 17:45,0.312,0.07167
18/03/21 18:00,3.516,0.07167
18/03/21 18:15,4.104,0.0832
18/03/21 18:30,0.984,0.0832
18/03/21 18:45,0.432,0.0832
18/03/21 19:00,0.288,0.0832
18/03/21 19:15,0.324,0.09871
18/03/21 19:30,0.36,0.09871
18/03/21 19:45,0.408,0.09871
18/03/21 20:00,0.396,0.09871
18/03/21 20:15,2.832,0.07091
18/03/21 20:30,4.236,0.07091
18/03/21 20:45,0.372,0.07091
18/03/21 21:00,0.984,0.07091
18/03/21 21:15,0.312,0.06171
18/03/21 21:30,0.288,0.06171
18/03/21 21:45,1.488,0.06171
18/03/21 22:00,0.264,0.06171
18/03/21 22:15,0.24,0.05796
18/03/21 22:30,0.216,0.05796
18/03/21 22:45,1.872,0.05796
18/03/21 23:00,1.98,0.05796
18/03/21 23:15,0.264,0.04961
18/03/21 23:30,0.168,0.04961
18/03/21 23:45,0.168,0.04961
19/03/21 00:00,0.228,0.04961
19/03/21 00:15,0.18,0.06097
19/03/21 00:30,0.18,0.06097
19/03/21 00:45,0.18,0.06097
19/03/21 01:00,0.228,0.06097
19/03/21 01:15,0.24,0.05624
19/03/21 01:30,1.908,0.05624
19/03/21 01:45,1.152,0.05624
19/03/21 02:00,1.188,0.05624
19/03/21 02:15,1.14,0.05089
19/03/21 02:30,1.212,0.05089
19/03/21 02:45,1.236,0.05089
19/03/21 03:00,1.14,0.05089
19/03/21 03:15,1.416,0.0485
19/03/21 03:30,1.5,0.0485
19/03/21 03:45,1.38,0.0485
19/03/21 04:00,1.284,0.0485
19/03/21 04:15,1.224,0.05
19/03/21 04:30,1.248,0.05
19/03/21 04:45,1.152,0.05
19/03/21 05:00,1.176,0.05
19/03/21 05:15,1.248,0.0521
19/03/21 05:30,1.176,0.0521
19/03/21 05:45,1.188,0.0521
19/03/21 06:00,1.284,0.0521
19/03/21 06:15,1.248,0.06702
19/03/21 06:30,1.2,0.06702
19/03/21 06:45,1.188,0.06702
19/03/21 07:00,1.236,0.06702
19/03/21 07:15,1.164,0.07155
19/03/21 07:30,1.596,0.07155
19/03/21 07:45,1.428,0.07155
19/03/21 08:00,1.236,0.07155
19/03/21 08:15,1.176,0.07153
19/03/21 08:30,2.052,0.07153
19/03/21 08:45,1.428,0.07153
19/03/21 09:00,1.14,0.07153
19/03/21 09:15,1.248,0.0641
19/03/21 09:30,1.08,0.0641
19/03/21 09:45,0.876,0.0641
19/03/21 10:00,0.828,0.0641
19/03/21 10:15,0.9,0.05042
19/03/21 10:30,0.804,0.05042
19/03/21 10:45,0.684,0.05042
19/03/21 11:00,0.648,0.05042
19/03/21 11:15,-0.084,0.04014
19/03/21 11:30,-0.36,0.04014
19/03/21 11:45,-0.348,0.04014
19/03/21 12:00,-0.48,0.04014
19/03/21 12:15,0.192,0.0369
19/03/21 12:30,-0.204,0.0369
19/03/21 12:45,-0.36,0.0369
19/03/21 13:00,-0.42,0.0369
19/03/21 13:15,1.788,0.03401
19/03/21 13:30,-0.312,0.03401
19/03/21 13:45,-0.072,0.03401
19/03/21 14:00,-0.24,0.03401
19/03/21 14:15,-0.312,0.036
19/03/21 14:30,-0.42,0.036
19/03/21 14:45,-0.468,0.036
19/03/21 15:00,-0.348,0.036
19/03/21 15:15,1.368,0.03434
19/03/21 15:30,1.38,0.03434
19/03/21 15:45,0,0.03434
19/03/21 16:00,-0.084,0.03434
19/03/21 16:15,0.192,0.03862
19/03/21 16:30,0.312,0.03862
19/03/21 16:45,0.108,0.03862
19/03/21 17:00,0.24,0.03862
19/03/21 17:15,0.108,0.04769
19/03/21 17:30,0.744,0.04769
19/03/21 17:45,0.756,0.04769
19/03/21 18:00,0.876,0.04769
19/03/21 18:15,0.792,0.06242
19/03/21 18:30,0.888,0.06242
19/03/21 18:45,2.004,0.06242
19/03/21 19:00,0.888,0.06242
19/03/21 19:15,0.948,0.07299
19/03/21 19:30,1.8,0.07299
19/03/21 19:45,1.932,0.07299
19/03/21 20:00,1.488,0.07299
19/03/21 20:15,1.284,0.0664
19/03/21 20:30,1.236,0.0664
19/03/21 20:45,1.2,0.0664
19/03/21 21:00,1.632,0.0664
19/03/21 21:15,1.272,0.06199
19/03/21 21:30,1.248,0.06199
19/03/21 21:45,3.228,0.06199
19/03/21 22:00,1.908,0.06199
19/03/21 22:15,4.008,0.06064
19/03/21 22:30,2.04,0.06064
19/03/21 22:45,1.908,0.06064
19/03/21 23:00,1.224,0.06064
19/03/21 23:15,1.224,0.06011
19/03/21 23:30,1.296,0.06011
19/03/21 23:45,1.26,0.06011
20/03/21 00:00,1.248,0.06011
20/03/21 00:15,1.296,0.05882
20/03/21 00:30,1.32,0.05882
20/03/21 00:45,1.248,0.05882
20/03/21 01:00,1.32,0.05882
20/03/21 01:15,1.308,0.05574
20/03/21 01:30,1.224,0.05574
20/03/21 01:45,1.164,0.05574
20/03/21 02:00,1.224,0.05574
20/03/21 02:15,1.56,0.05582
20/03/21 02:30,1.932,0.05582
20/03/21 02:45,0.228,0.05582
20/03/21 03:00,0.18,0.05582
20/03/21 03:15,0.18,0.05081
20/03/21 03:30,1.164,0.05081
20/03/21 03:45,1.224,0.05081
20/03/21 04:00,1.236,0.05081
20/03/21 04:15,1.164,0.05
20/03/21 04:30,1.272,0.05
20/03/21 04:45,2.088,0.05
20/03/21 05:00,0.456,0.05
20/03/21 05:15,0.408,0.05103
20/03/21 05:30,0.492,0.05103
20/03/21 05:45,0.264,0.05103
20/03/21 06:00,0.192,0.05103
20/03/21 06:15,0.168,0.05254
20/03/21 06:30,0.24,0.05254
20/03/21 06:45,0.204,0.05254
20/03/21 07:00,0.132,0.05254
20/03/21 07:15,1.896,0.05672
20/03/21 07:30,1.956,0.05672
20/03/21 07:45,1.38,0.05672
20/03/21 08:00,1.152,0.05672
20/03/21 08:15,1.128,0.05336
20/03/21 08:30,1.944,0.05336
20/03/21 08:45,0.948,0.05336
20/03/21 09:00,0.852,0.05336
20/03/21 09:15,0.972,0.05129
20/03/21 09:30,1.236,0.05129
20/03/21 09:45,0.924,0.05129
20/03/21 10:00,0.804,0.05129
20/03/21 10:15,0.804,0.04707
20/03/21 10:30,0.72,0.04707
20/03/21 10:45,0.528,0.04707
20/03/21 11:00,0.648,0.04707
20/03/21 11:15,0.732,0.04567
20/03/21 11:30,0.54,0.04567
20/03/21 11:45,0.576,0.04567
20/03/21 12:00,0.636,0.04567
20/03/21 12:15,0.396,0.04508
20/03/21 12:30,-0.564,0.04508
20/03/21 12:45,-0.504,0.04508
20/03/21 13:00,-0.468,0.04508
20/03/21 13:15,-0.54,0.04305
20/03/21 13:30,-0.612,0.04305
20/03/21 13:45,-0.504,0.04305
20/03/21 14:00,-0.648,0.04305
20/03/21 14:15,-0.528,0.04098
20/03/21 14:30,-0.576,0.04098
20/03/21 14:45,-0.528,0.04098
20/03/21 15:00,-0.324,0.04098
20/03/21 15:15,-0.36,0.044
20/03/21 15:30,-0.156,0.044
20/03/21 15:45,-0.12,0.044
20/03/21 16:00,-0.108,0.044
20/03/21 16:15,-0.216,0.04492
20/03/21 16:30,-0.156,0.04492
20/03/21 16:45,-0.072,0.04492
20/03/21 17:00,0.024,0.04492
20/03/21 17:15,0.024,0.04994
20/03/21 17:30,0.18,0.04994
20/03/21 17:45,0.468,0.04994
20/03/21 18:00,0.288,0.04994
20/03/21 18:15,0.384,0.0625
20/03/21 18:30,0.18,0.0625
20/03/21 18:45,0.216,0.0625
20/03/21 19:00,0.156,0.0625
20/03/21 19:15,0.264,0.06809
20/03/21 19:30,0.216,0.06809
20/03/21 19:45,0.156,0.06809
20/03/21 20:00,0.168,0.06809
20/03/21 20:15,0.252,0.05994
20/03/21 20:30,1.884,0.05994
20/03/21 20:45,0.708,0.05994
20/03/21 21:00,1.284,0.05994
20/03/21 21:15,1.26,0.04903
20/03/21 21:30,1.26,0.04903
20/03/21 21:45,1.2,0.04903
20/03/21 22:00,1.272,0.04903
20/03/21 22:15,1.224,0.04892
20/03/21 22:30,2.568,0.04892
20/03/21 22:45,2.568,0.04892
20/03/21 23:00,1.176,0.04892
20/03/21 23:15,1.128,0.05252
20/03/21 23:30,1.116,0.05252
20/03/21 23:45,1.236,0.05252
21/03/21 00:00,1.188,0.05252
21/03/21 00:15,1.152,0.05832
21/03/21 00:30,1.224,0.05832
21/03/21 00:45,1.236,0.05832
21/03/21 01:00,1.14,0.05832
21/03/21 01:15,1.152,0.044
21/03/21 01:30,1.26,0.044
21/03/21 01:45,1.188,0.044
21/03/21 02:00,1.152,0.044
21/03/21 02:15,1.2,0.04246
21/03/21 02:30,1.248,0.04246
21/03/21 02:45,1.152,0.04246
21/03/21 03:00,1.152,0.04246
21/03/21 03:15,1.272,0.03597
21/03/21 03:30,1.224,0.03597
21/03/21 03:45,1.164,0.03597
21/03/21 04:00,0.708,0.03597
21/03/21 04:15,0.216,0.03601
21/03/21 04:30,0.108,0.03601
21/03/21 04:45,0.12,0.03601
21/03/21 05:00,0.216,0.03601
21/03/21 05:15,0.18,0.03517
21/03/21 05:30,0.12,0.03517
21/03/21 05:45,0.108,0.03517
21/03/21 06:00,0.228,0.03517
21/03/21 06:15,0.276,0.03353
21/03/21 06:30,0.36,0.03353
21/03/21 06:45,0.456,0.03353
21/03/21 07:00,0.408,0.03353
21/03/21 07:15,0.084,0.02935
21/03/21 07:30,0.084,0.02935
21/03/21 07:45,0.168,0.02935
21/03/21 08:00,3.084,0.02935
21/03/21 08:15,2.628,0.0349
21/03/21 08:30,0.828,0.0349
21/03/21 08:45,0.144,0.0349
21/03/21 09:00,0.024,0.0349
21/03/21 09:15,0.24,0.03631
21/03/21 09:30,-0.024,0.03631
21/03/21 09:45,0.108,0.03631
21/03/21 10:00,-0.096,0.03631
21/03/21 10:15,-0.288,0.02932
21/03/21 10:30,-0.012,0.02932
21/03/21 10:45,-0.216,0.02932
21/03/21 11:00,-0.06,0.02932
21/03/21 11:15,-0.108,0.03487
21/03/21 11:30,-0.12,0.03487
21/03/21 11:45,-0.372,0.03487
21/03/21 12:00,1.584,0.03487
21/03/21 12:15,1.62,0.03346
21/03/21 12:30,-0.072,0.03346
21/03/21 12:45,-0.144,0.03346
21/03/21 13:00,-0.12,0.03346
21/03/21 13:15,-0.156,0.02335
21/03/21 13:30,0.12,0.02335
21/03/21 13:45,0.012,0.02335
21/03/21 14:00,-0.072,0.02335
21/03/21 14:15,-0.108,0.0212
21/03/21 14:30,-0.036,0.0212
21/03/21 14:45,-0.024,0.0212
21/03/21 15:00,-0.096,0.0212
21/03/21 15:15,-0.036,0.02259
21/03/21 15:30,1.44,0.02259
21/03/21 15:45,1.704,0.02259
21/03/21 16:00,1.896,0.02259
21/03/21 16:15,-0.06,0.03
21/03/21 16:30,0.024,0.03
21/03/21 16:45,0.096,0.03
21/03/21 17:00,-0.024,0.03
21/03/21 17:15,0.12,0.0413
21/03/21 17:30,0.276,0.0413
21/03/21 17:45,0.144,0.0413
21/03/21 18:00,0.216,0.0413
21/03/21 18:15,0.288,0.05605
21/03/21 18:30,0.264,0.05605
21/03/21 18:45,0.3,0.05605
21/03/21 19:00,1.908,0.05605
21/03/21 19:15,1.308,0.06482
21/03/21 19:30,0.54,0.06482
21/03/21 19:45,0.612,0.06482
21/03/21 20:00,0.336,0.06482
21/03/21 20:15,0.36,0.05947
21/03/21 20:30,0.228,0.05947
21/03/21 20:45,0.228,0.05947
21/03/21 21:00,0.336,0.05947
21/03/21 21:15,0.288,0.0548
21/03/21 21:30,1.164,0.0548
21/03/21 21:45,1.92,0.0548
21/03/21 22:00,1.32,0.0548
21/03/21 22:15,2.268,0.05527
21/03/21 22:30,1.14,0.05527
21/03/21 22:45,3.3,0.05527
21/03/21 23:00,1.188,0.05527
21/03/21 23:15,1.152,0.05487
21/03/21 23:30,1.644,0.05487
21/03/21 23:45,2.016,0.05487
22/03/21 00:00,0.168,0.05487
22/03/21 00:15,0.156,0.04955
22/03/21 00:30,0.216,0.04955
22/03/21 00:45,0.216,0.04955
22/03/21 01:00,0.228,0.04955
22/03/21 01:15,1.068,0.04874
22/03/21 01:30,1.968,0.04874
22/03/21 01:45,0.636,0.04874
22/03/21 02:00,1.152,0.04874
22/03/21 02:15,1.152,0.04776
22/03/21 02:30,1.104,0.04776
22/03/21 02:45,1.164,0.04776
22/03/21 03:00,1.176,0.04776
22/03/21 03:15,1.164,0.04701
22/03/21 03:30,1.116,0.04701
22/03/21 03:45,1.176,0.04701
22/03/21 04:00,1.236,0.04701
22/03/21 04:15,1.14,0.0474
22/03/21 04:30,1.128,0.0474
22/03/21 04:45,1.128,0.0474
22/03/21 05:00,1.176,0.0474
22/03/21 05:15,1.14,0.05056
22/03/21 05:30,1.128,0.05056
22/03/21 05:45,1.236,0.05056
22/03/21 06:00,1.2,0.05056
22/03/21 06:15,1.188,0.062
22/03/21 06:30,1.188,0.062
22/03/21 06:45,1.2,0.062
22/03/21 07:00,1.14,0.062
22/03/21 07:15,1.176,0.073
22/03/21 07:30,1.26,0.073
22/03/21 07:45,1.308,0.073
22/03/21 08:00,1.44,0.073
22/03/21 08:15,1.344,0.0749
22/03/21 08:30,1.404,0.0749
22/03/21 08:45,1.02,0.0749
22/03/21 09:00,1.08,0.0749
22/03/21 09:15,0.156,0.0716
22/03/21 09:30,1.488,0.0716
22/03/21 09:45,0.204,0.0716
22/03/21 10:00,-0.18,0.0716
22/03/21 10:15,-0.228,0.06546
22/03/21 10:30,-0.24,0.06546
22/03/21 10:45,0.012,0.06546
22/03/21 11:00,0.084,0.06546
22/03/21 11:15,0.144,0.06299
22/03/21 11:30,0.156,0.06299
22/03/21 11:45,-0.048,0.06299
22/03/21 12:00,0.084,0.06299
22/03/21 12:15,-0.132,0.05965
22/03/21 12:30,-0.168,0.05965
22/03/21 12:45,-0.24,0.05965
22/03/21 13:00,0.096,0.05965
22/03/21 13:15,-0.108,0.05512
22/03/21 13:30,-0.06,0.05512
22/03/21 13:45,-0.12,0.05512
22/03/21 14:00,0.348,0.05512
22/03/21 14:15,1.716,0.05245
22/03/21 14:30,-0.072,0.05245
22/03/21 14:45,0.084,0.05245
22/03/21 15:00,-0.096,0.05245
22/03/21 15:15,-0.072,0.05101
22/03/21 15:30,-0.12,0.05101
22/03/21 15:45,-0.132,0.05101
22/03/21 16:00,-0.072,0.05101
22/03/21 16:15,0.06,0.05401
22/03/21 16:30,-2.18E-11,0.05401
22/03/21 16:45,-0.012,0.05401
22/03/21 17:00,-0.108,0.05401
22/03/21 17:15,-2.18E-11,0.06398
22/03/21 17:30,-0.036,0.06398
22/03/21 17:45,0.084,0.06398
22/03/21 18:00,0.096,0.06398
22/03/21 18:15,0.036,0.0755
22/03/21 18:30,0.072,0.0755
22/03/21 18:45,0.168,0.0755
22/03/21 19:00,0.204,0.0755
22/03/21 19:15,0.12,0.09047
22/03/21 19:30,0.096,0.09047
22/03/21 19:45,0.216,0.09047
22/03/21 20:00,0.144,0.09047
22/03/21 20:15,0.108,0.075
22/03/21 20:30,0.132,0.075
22/03/21 20:45,0.444,0.075
22/03/21 21:00,0.384,0.075
22/03/21 21:15,0.348,0.06543
22/03/21 21:30,0.18,0.06543
22/03/21 21:45,0.168,0.06543
22/03/21 22:00,0.168,0.06543
22/03/21 22:15,0.108,0.0608
22/03/21 22:30,0.12,0.0608
22/03/21 22:45,0.264,0.0608
22/03/21 23:00,1.872,0.0608
22/03/21 23:15,0.732,0.05402
22/03/21 23:30,0.096,0.05402
22/03/21 23:45,0.972,0.05402
23/03/21 00:00,1.164,0.05402
23/03/21 00:15,1.212,0.04881
23/03/21 00:30,1.188,0.04881
23/03/21 00:45,1.128,0.04881
23/03/21 01:00,1.5,0.04881
23/03/21 01:15,1.992,0.04848
23/03/21 01:30,0.168,0.04848
23/03/21 01:45,0.204,0.04848
23/03/21 02:00,0.168,0.04848
23/03/21 02:15,1.164,0.05097
23/03/21 02:30,1.176,0.05097
23/03/21 02:45,1.164,0.05097
23/03/21 03:00,1.128,0.05097
23/03/21 03:15,1.2,0.04704
23/03/21 03:30,1.224,0.04704
23/03/21 03:45,1.14,0.04704
23/03/21 04:00,1.14,0.04704
23/03/21 04:15,1.188,0.05256
23/03/21 04:30,1.236,0.05256
23/03/21 04:45,1.128,0.05256
23/03/21 05:00,1.14,0.05256
23/03/21 05:15,1.248,0.05846
23/03/21 05:30,1.188,0.05846
23/03/21 05:45,1.128,0.05846
23/03/21 06:00,1.14,0.05846
23/03/21 06:15,1.248,0.06525
23/03/21 06:30,1.164,0.06525
23/03/21 06:45,1.104,0.06525
23/03/21 07:00,1.164,0.06525
23/03/21 07:15,1.164,0.07437
23/03/21 07:30,1.104,0.07437
23/03/21 07:45,1.092,0.07437
23/03/21 08:00,1.14,0.07437
23/03/21 08:15,1.128,0.0759
23/03/21 08:30,1.068,0.0759
23/03/21 08:45,1.092,0.0759
23/03/21 09:00,1.032,0.0759
23/03/21 09:15,0.252,0.0692
23/03/21 09:30,0.204,0.0692
23/03/21 09:45,0.24,0.0692
23/03/21 10:00,0.384,0.0692
23/03/21 10:15,0.012,0.06346
23/03/21 10:30,0.072,0.06346
23/03/21 10:45,-0.072,0.06346
23/03/21 11:00,-0.108,0.06346
23/03/21 11:15,-0.12,0.06039
23/03/21 11:30,-0.072,0.06039
23/03/21 11:45,-0.084,0.06039
23/03/21 12:00,0.024,0.06039
23/03/21 12:15,-0.036,0.06015
23/03/21 12:30,0.024,0.06015
23/03/21 12:45,-0.06,0.06015
23/03/21 13:00,0.024,0.06015
23/03/21 13:15,-0.12,0.05242
23/03/21 13:30,-0.144,0.05242
23/03/21 13:45,-0.144,0.05242
23/03/21 14:00,-0.324,0.05242
23/03/21 14:15,-0.312,0.05739
23/03/21 14:30,-0.36,0.05739
23/03/21 14:45,-0.264,0.05739
23/03/21 15:00,-0.06,0.05739
23/03/21 15:15,-0.336,0.05741
23/03/21 15:30,-0.18,0.05741
23/03/21 15:45,-0.12,0.05741
23/03/21 16:00,-0.3,0.05741
23/03/21 16:15,-0.252,0.06002
23/03/21 16:30,-0.168,0.06002
23/03/21 16:45,-0.012,0.06002
23/03/21 17:00,0.024,0.06002
23/03/21 17:15,-0.06,0.06464
23/03/21 17:30,0.012,0.06464
23/03/21 17:45,0.072,0.06464
23/03/21 18:00,0.084,0.06464
23/03/21 18:15,0.024,0.0714
23/03/21 18:30,0.12,0.0714
23/03/21 18:45,0.084,0.0714
23/03/21 19:00,0.18,0.0714
23/03/21 19:15,0.216,0.08349
23/03/21 19:30,0.168,0.08349
23/03/21 19:45,0.108,0.08349
23/03/21 20:00,0.132,0.08349
23/03/21 20:15,0.228,0.07223
23/03/21 20:30,0.168,0.07223
